V1,V2
0.47050513614434747,0.07648827196564525
0.8155210822983645,0.6771465873508714
0.10879176977556199,0.7793747419770807
0.5276649476913735,0.5303700232878328
0.7932313580764457,0.73283934796229
0.26889688780531285,0.8707144226739183
0.4084736576653086,0.22049383064499126
0.9460920446924865,0.39833011088194326
0.08274180128006264,0.3156171796331182
0.36873719523893667,0.6125653429934755
0.2248498367005959,0.38321530687389893
0.6239132286189124,0.25639823225559666
0.5850238835345953,0.8128281022841111
0.0453246466931887,0.4487056148122065
0.7504575509065762,0.1008458841429092
0.07047729190904647,0.5072717720200308
0.911209208057262,0.1198118938272819
0.33016961477929724,0.4005217253277078
0.19043670295272022,0.7115598848694935
0.8005868931836448,0.2045361120812595
0.14980125962756574,0.9597511158487759
0.7012988204136491,0.5106949880952015
0.8853544610599056,0.5728679396398365
0.9079586306679994,0.3395811913255602
0.8374446433503181,0.907422074067872
0.23538040476618335,0.09571577561786399
0.4559563492028974,0.8912499697878957
0.4204253808874637,0.799323483731132
0.37770971936639397,0.05624924642033875
0.6931609275378287,0.24154829441104084
0.30646236026892437,0.6388504950609059
0.18860831095604225,0.8072700094524771
0.03404480643337592,0.6679474267154001
0.950650277491659,0.913109935245011
0.5536131926020608,0.7047050563478843
0.12937510275514796,0.15014544375706465
0.7258865758846514,0.5819201794802211
0.9269505928107538,0.6897778728348203
0.5601184955611825,0.2159054483193904
0.2583543972019106,0.29079506344394757
0.6529923044983298,0.8674474209453911
0.6804463603999465,0.4240927213383838
0.3950926473317668,0.3673358078324236
0.713503746369388,0.6976172083662823
0.8463064661039971,0.1486214034119621
0.46294685820583253,0.5265760340052656
0.5796590502932668,0.014173427715431898
0.17087206073338165,0.048331921803765
0.31700591401895506,0.9446817966550589
0.535915560584981,0.6079025981784798
0.1376625344483182,0.4515318771498278
0.5436197576089762,0.8852786429738626
0.786763759884052,0.35214718493865804
0.44298166875494643,0.19143001358024775
0.8533414101274684,0.7698334886040539
0.49367359045660125,0.418572897054255
0.32674045879859476,0.12535195074975491
0.6072019164194353,0.13286564740585163
0.2756583503773436,0.5454170829523355
0.9997415267070755,0.3006298478296958
0.09150459244381637,0.8409796906053089
0.7449087785813027,0.974319271503482
0.9604111876478418,0.591223426759243
0.6323074055509642,0.7598333998699672
0.3493130575399846,0.8512016667146236
0.24109308863524348,0.43064381562639026
0.052221953473053875,0.2304051509918645
0.01625365108018741,0.3797980827977881
0.5103402678342536,0.28485100479563696
0.1605805112584494,0.5638092325814068
0.7346794089744799,0.1687949084257707
0.9832998486352154,0.174108843782451
0.20286186175653712,0.1808536797342822
0.5922629788564518,0.48466421238845214
0.7777148746466264,0.49760910915443674
0.8929719309718348,0.9977033612527885
0.415058623268269,0.640358263172675
0.11709014074411243,0.7229997233184986
0.8262803168152459,0.6549575837841257
0.29841185798402875,0.005094487769529223
0.6783815633435734,0.0255027483869344
0.6116536708176136,0.9697792652389035
0.21107583161909133,0.933250606409274
0.35438000671798364,0.26289979967754334
0.5093585171643644,0.7879849112406373
0.8692408176907338,0.2750912119285204
0.9785626582358964,0.8299376627360471
0.6419837922998703,0.6256915140873752
0.15463283861987293,0.3471128494106233
0.28365660559153183,0.7457636738498695
0.66903111115098,0.32936852451181037
0.4312036580615677,0.9898387852078304
0.48798473433591427,0.08082961160689592
0.022860388620756567,0.5521946337912231
0.931428150543943,0.46606960039120165
0.38537396417930725,0.47440461420919744
0.005389776064548641,0.9288742535258643
0.8754656958230771,0.039587482744827866
0.0634757467242889,0.06593708087457344
0.7659234360582196,0.8303780574514531
